20220125,1130,0.93404464,-1.975,-0.06
20220125,1030,1.09361859,-37.33,-1.06
20220124,1500,0.7236436,3.93,0.11
20220124,1400,0.87409691,-9.448,-0.27
20220124,1130,1.01030849,14.748,0.42
20220124,1030,0.86241729,-7.688,-0.22
20220121,1500,0.92992042,-5.42,-0.15
20220121,1400,0.69610454,2.607,0.07
20220121,1130,0.6715636,-13.557,-0.38
20220121,1030,1.00808563,-16.123,-0.45
20220120,1130,1.31396447,7.87,0.22
20220120,1030,0.9384868,2.3,0.06
20220120,1500,1.25265161,-4.13,-0.12
20220120,1400,1.40720748,-9.16,-0.26
20220119,1500,0.88159102,14.136,0.4
20220119,1400,0.84637663,-15.65,-0.44
20220119,1130,0.62465526,-15.1,-0.42
20220119,1030,1.07035978,4.88,0.14
20220118,1500,1.09914704,7.96,0.22
20220118,1400,1.24173682,-12.94,-0.36
20220118,1130,1.68839994,19.704,0.55
20220118,1030,1.04348481,13.52,0.38
20220117,1500,0.74943379,-2.95,-0.08
20220117,1400,0.736486,2.594,0.07
20220117,1030,0.88874577,11.244,0.32
20220117,1130,0.88862386,9.526,0.27
20220114,1500,1.14467038,-11.339,-0.32
20220114,1400,1.16233483,-1.569,-0.04
20220114,1130,1.08036543,-6.082,-0.17
20220114,1030,0.90165676,-15.008,-0.42
20220113,1500,1.02896633,-8.36,-0.23
20220113,1400,1.032069,-22.67,-0.63
20220113,1130,1.07348038,-3.18,-0.09
20220113,1030,1.11474605,-7.962,-0.22
20220112,1400,0.88167666,13.35,0.37
20220112,1130,0.89525434,1.73,0.05
20220112,1030,1.00541476,10.759,0.3
20220112,1500,0.95571756,4.15,0.12
20220111,1500,1.12164365,-5.29,-0.15
20220111,1400,1.1438802,-18.09,-0.5
20220111,1130,1.140322,-7.75,-0.22
20220111,1030,0.88582394,5.051,0.14
20220110,1030,0.95166777,3.307,0.09
20220110,1500,0.72368268,5.38,0.15
20220110,1400,0.81112501,-0.263,-0.01
20220110,1130,0.62813126,5.553,0.15
20220107,1500,1.28767506,-19.24,-0.53
20220107,1400,1.02951853,0.16,0.0
